--------- beginning of main
08-25 17:47:58.800 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20769: 24.43°C at 2025-08-24 23:21:08
08-25 17:47:58.800 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20768: 24.46°C at 2025-08-24 23:20:58
08-25 17:47:58.800 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20767: 24.43°C at 2025-08-24 23:20:48
08-25 17:47:58.800 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20766: 24.43°C at 2025-08-24 23:20:38
08-25 17:47:58.800 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20765: 24.43°C at 2025-08-24 23:20:28
08-25 17:47:58.800 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20764: 24.43°C at 2025-08-24 23:20:18
08-25 17:47:58.800 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20763: 24.43°C at 2025-08-24 23:20:08
08-25 17:47:58.800 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20762: 24.43°C at 2025-08-24 23:19:58
08-25 17:47:58.801 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20761: 24.43°C at 2025-08-24 23:19:48
08-25 17:47:58.801 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20760: 24.43°C at 2025-08-24 23:19:38
08-25 17:47:58.801 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20759: 24.43°C at 2025-08-24 23:19:28
08-25 17:47:58.801 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20758: 24.43°C at 2025-08-24 23:19:18
08-25 17:47:58.801 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20757: 24.43°C at 2025-08-24 23:19:08
08-25 17:47:58.801 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20756: 24.43°C at 2025-08-24 23:18:58
08-25 17:47:58.801 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20755: 24.46°C at 2025-08-24 23:18:48
08-25 17:47:58.802 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20754: 24.43°C at 2025-08-24 23:18:38
08-25 17:47:58.802 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20753: 24.43°C at 2025-08-24 23:18:28
08-25 17:47:58.802 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20752: 24.43°C at 2025-08-24 23:18:18
08-25 17:47:58.802 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20751: 24.39°C at 2025-08-24 23:18:08
08-25 17:47:58.802 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20750: 24.43°C at 2025-08-24 23:17:58
08-25 17:47:58.803 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20749: 24.46°C at 2025-08-24 23:17:48
08-25 17:47:58.803 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20748: 24.43°C at 2025-08-24 23:17:38
08-25 17:47:58.803 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20747: 24.43°C at 2025-08-24 23:17:28
08-25 17:47:58.803 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20746: 24.43°C at 2025-08-24 23:17:18
08-25 17:47:58.803 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20745: 24.43°C at 2025-08-24 23:17:08
08-25 17:47:58.804 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20744: 24.43°C at 2025-08-24 23:16:58
08-25 17:47:58.804 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20743: 24.43°C at 2025-08-24 23:16:48
08-25 17:47:58.804 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20742: 24.43°C at 2025-08-24 23:16:38
08-25 17:47:58.804 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20741: 24.43°C at 2025-08-24 23:16:28
08-25 17:47:58.804 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20740: 24.43°C at 2025-08-24 23:16:18
08-25 17:47:58.804 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20739: 24.43°C at 2025-08-24 23:16:08
08-25 17:47:58.804 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20738: 24.43°C at 2025-08-24 23:15:58
08-25 17:47:58.804 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20737: 24.43°C at 2025-08-24 23:15:48
08-25 17:47:58.805 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20736: 24.43°C at 2025-08-24 23:15:38
08-25 17:47:58.805 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20735: 24.43°C at 2025-08-24 23:15:28
08-25 17:47:58.805 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20734: 24.39°C at 2025-08-24 23:15:18
08-25 17:47:58.805 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20733: 24.43°C at 2025-08-24 23:15:08
08-25 17:47:58.805 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20732: 24.43°C at 2025-08-24 23:14:58
08-25 17:47:58.805 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20731: 24.43°C at 2025-08-24 23:14:48
08-25 17:47:58.805 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20730: 24.43°C at 2025-08-24 23:14:38
08-25 17:47:58.806 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20729: 24.43°C at 2025-08-24 23:14:28
08-25 17:47:58.806 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20728: 24.43°C at 2025-08-24 23:14:18
08-25 17:47:58.806 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20727: 24.43°C at 2025-08-24 23:14:08
08-25 17:47:58.806 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20726: 24.43°C at 2025-08-24 23:13:58
08-25 17:47:58.806 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20725: 24.43°C at 2025-08-24 23:13:48
08-25 17:47:58.806 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20724: 24.43°C at 2025-08-24 23:13:38
08-25 17:47:58.807 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20723: 24.39°C at 2025-08-24 23:13:28
08-25 17:47:58.807 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20722: 24.43°C at 2025-08-24 23:13:18
08-25 17:47:58.807 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20721: 24.43°C at 2025-08-24 23:13:08
08-25 17:47:58.807 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20720: 24.43°C at 2025-08-24 23:12:58
08-25 17:47:58.807 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20719: 24.39°C at 2025-08-24 23:12:48
08-25 17:47:58.807 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20718: 24.43°C at 2025-08-24 23:12:38
08-25 17:47:58.807 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20717: 24.43°C at 2025-08-24 23:12:28
08-25 17:47:58.808 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20716: 24.43°C at 2025-08-24 23:12:18
08-25 17:47:58.808 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20715: 24.39°C at 2025-08-24 23:12:08
08-25 17:47:58.808 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20714: 24.43°C at 2025-08-24 23:11:58
08-25 17:47:58.808 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20713: 24.39°C at 2025-08-24 23:11:48
08-25 17:47:58.808 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20712: 24.39°C at 2025-08-24 23:11:38
08-25 17:47:58.809 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20711: 24.43°C at 2025-08-24 23:11:28
08-25 17:47:58.809 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20710: 24.39°C at 2025-08-24 23:11:18
08-25 17:47:58.809 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20709: 24.39°C at 2025-08-24 23:11:08
08-25 17:47:58.809 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20708: 24.39°C at 2025-08-24 23:10:58
08-25 17:47:58.809 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20707: 24.43°C at 2025-08-24 23:10:48
08-25 17:47:58.809 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20706: 24.39°C at 2025-08-24 23:10:38
08-25 17:47:58.810 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20705: 24.36°C at 2025-08-24 23:10:28
08-25 17:47:58.810 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20704: 24.43°C at 2025-08-24 23:10:18
08-25 17:47:58.810 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20703: 24.43°C at 2025-08-24 23:10:08
08-25 17:47:58.810 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20702: 24.39°C at 2025-08-24 23:09:58
08-25 17:47:58.810 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20701: 24.43°C at 2025-08-24 23:09:48
08-25 17:47:58.811 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20700: 24.43°C at 2025-08-24 23:09:38
08-25 17:47:58.811 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20699: 24.36°C at 2025-08-24 23:09:28
08-25 17:47:58.811 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20698: 24.43°C at 2025-08-24 23:09:18
08-25 17:47:58.811 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20697: 24.39°C at 2025-08-24 23:09:08
08-25 17:47:58.811 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20696: 24.39°C at 2025-08-24 23:08:58
08-25 17:47:58.811 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20695: 24.43°C at 2025-08-24 23:08:48
08-25 17:47:58.811 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20694: 24.39°C at 2025-08-24 23:08:38
08-25 17:47:58.812 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20693: 24.43°C at 2025-08-24 23:08:28
08-25 17:47:58.812 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20692: 24.39°C at 2025-08-24 23:08:18
08-25 17:47:58.812 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20691: 24.39°C at 2025-08-24 23:08:08
08-25 17:47:58.812 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20690: 24.39°C at 2025-08-24 23:07:58
08-25 17:47:58.812 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20689: 24.39°C at 2025-08-24 23:07:48
08-25 17:47:58.812 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20688: 24.36°C at 2025-08-24 23:07:38
08-25 17:47:58.813 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20687: 24.39°C at 2025-08-24 23:07:28
08-25 17:47:58.813 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20686: 24.39°C at 2025-08-24 23:07:18
08-25 17:47:58.813 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20685: 24.39°C at 2025-08-24 23:07:08
08-25 17:47:58.813 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20684: 24.43°C at 2025-08-24 23:06:58
08-25 17:47:58.813 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20683: 24.39°C at 2025-08-24 23:06:48
08-25 17:47:58.813 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20682: 24.39°C at 2025-08-24 23:06:38
08-25 17:47:58.813 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20681: 24.43°C at 2025-08-24 23:06:28
08-25 17:47:58.814 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20680: 24.39°C at 2025-08-24 23:06:18
08-25 17:47:58.814 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20679: 24.39°C at 2025-08-24 23:06:08
08-25 17:47:58.814 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20678: 24.39°C at 2025-08-24 23:05:58
08-25 17:47:58.814 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20677: 24.39°C at 2025-08-24 23:05:48
08-25 17:47:58.814 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20676: 24.39°C at 2025-08-24 23:05:38
08-25 17:47:58.814 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20675: 24.39°C at 2025-08-24 23:05:28
08-25 17:47:58.815 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20674: 24.36°C at 2025-08-24 23:05:18
08-25 17:47:58.815 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20673: 24.39°C at 2025-08-24 23:05:08
08-25 17:47:58.815 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20672: 24.39°C at 2025-08-24 23:04:58
08-25 17:47:58.815 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20671: 24.39°C at 2025-08-24 23:04:48
08-25 17:47:58.815 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20670: 24.39°C at 2025-08-24 23:04:38
08-25 17:47:58.815 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20669: 24.36°C at 2025-08-24 23:04:28
08-25 17:47:58.815 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20668: 24.39°C at 2025-08-24 23:04:18
08-25 17:47:58.816 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20667: 24.39°C at 2025-08-24 23:04:08
08-25 17:47:58.816 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20666: 24.39°C at 2025-08-24 23:03:58
08-25 17:47:58.816 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20665: 24.43°C at 2025-08-24 23:03:48
08-25 17:47:58.816 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20664: 24.36°C at 2025-08-24 23:03:38
08-25 17:47:58.816 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20663: 24.39°C at 2025-08-24 23:03:28
08-25 17:47:58.816 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20662: 24.43°C at 2025-08-24 23:03:18
08-25 17:47:58.816 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20661: 24.39°C at 2025-08-24 23:03:08
08-25 17:47:58.816 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20660: 24.43°C at 2025-08-24 23:02:58
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20659: 24.39°C at 2025-08-24 23:02:48
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20658: 24.39°C at 2025-08-24 23:02:38
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20657: 24.39°C at 2025-08-24 23:02:28
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20656: 24.36°C at 2025-08-24 23:02:18
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20655: 24.36°C at 2025-08-24 23:02:08
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20654: 24.36°C at 2025-08-24 23:01:58
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20653: 24.36°C at 2025-08-24 23:01:48
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20652: 24.36°C at 2025-08-24 23:01:38
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20651: 24.39°C at 2025-08-24 23:01:28
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20650: 24.36°C at 2025-08-24 23:01:18
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20649: 24.43°C at 2025-08-24 23:01:08
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20648: 24.36°C at 2025-08-24 23:00:58
08-25 17:47:58.817 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20647: 24.36°C at 2025-08-24 23:00:48
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20646: 24.36°C at 2025-08-24 23:00:38
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20645: 24.39°C at 2025-08-24 23:00:28
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20644: 24.36°C at 2025-08-24 23:00:18
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20643: 24.36°C at 2025-08-24 23:00:08
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20642: 24.39°C at 2025-08-24 22:59:58
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20641: 24.39°C at 2025-08-24 22:59:48
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20640: 24.43°C at 2025-08-24 22:59:38
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20639: 24.39°C at 2025-08-24 22:59:28
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20638: 24.32°C at 2025-08-24 22:59:18
08-25 17:47:58.818 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20637: 24.39°C at 2025-08-24 22:59:08
08-25 17:47:58.821 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20636: 24.36°C at 2025-08-24 22:58:58
08-25 17:47:58.821 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20635: 24.36°C at 2025-08-24 22:58:48
08-25 17:47:58.821 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20634: 24.36°C at 2025-08-24 22:58:38
08-25 17:47:58.821 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20633: 24.36°C at 2025-08-24 22:58:28
08-25 17:47:58.821 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20632: 24.36°C at 2025-08-24 22:58:18
08-25 17:47:58.821 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20631: 24.36°C at 2025-08-24 22:58:08
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20630: 24.39°C at 2025-08-24 22:57:58
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20629: 24.36°C at 2025-08-24 22:57:48
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20628: 24.39°C at 2025-08-24 22:57:38
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20627: 24.36°C at 2025-08-24 22:57:28
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20626: 24.36°C at 2025-08-24 22:57:18
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20625: 24.36°C at 2025-08-24 22:57:08
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20624: 24.36°C at 2025-08-24 22:56:58
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20623: 24.36°C at 2025-08-24 22:56:48
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20622: 24.36°C at 2025-08-24 22:56:38
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20621: 24.36°C at 2025-08-24 22:56:28
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20620: 24.39°C at 2025-08-24 22:56:18
08-25 17:47:58.822 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20619: 24.36°C at 2025-08-24 22:56:08
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20618: 24.36°C at 2025-08-24 22:55:58
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20617: 24.36°C at 2025-08-24 22:55:48
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20616: 24.36°C at 2025-08-24 22:55:38
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20615: 24.36°C at 2025-08-24 22:55:28
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20614: 24.36°C at 2025-08-24 22:55:18
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20613: 24.36°C at 2025-08-24 22:55:08
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20612: 24.36°C at 2025-08-24 22:54:58
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20611: 24.32°C at 2025-08-24 22:54:48
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20610: 24.36°C at 2025-08-24 22:54:38
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20609: 24.36°C at 2025-08-24 22:54:28
08-25 17:47:58.823 27960 27960 D TemperatureHistoryAnalyzer: Looking backwards at point 20608: 24.36°C at 2025-08-24 22:54:18
